Name,Value,Agility,Dribbling,Finishing,Shot power,Sprint speed,Interceptions,Marking
S. Ernemann,0.27,62,59,59,80,55,67,59
M. Lundemo,0.925,65,64,54,65,67,63,49
B. Konaté,0.9,65,59,34,62,63,72,65
C. McCann,0.625,62,64,55,68,60,65,55
F. Neuhaus,1.2,74,65,52,64,66,27,32
R. Norodien,0.875,73,74,53,49,80,22,19
A. Crognale,0.8250000000000001,52,39,31,39,62,60,70
O. Bozanic,0.65,75,64,59,71,74,65,54
A. Blanco,0.425,64,10,10,25,54,12,10
Kwak Kwang Sun,0.425,65,54,50,49,64,63,65
M. Pfitzner,0.375,68,62,57,71,59,66,61
R. Fiamozzi,0.875,73,63,49,51,87,55,61
L. Lezzerini,0.8,39,14,13,18,44,18,13
R. Vloet,0.85,60,62,66,68,53,33,46
I. Depe,0.8250000000000001,77,72,37,54,78,16,22
J. Elías,0.8250000000000001,69,58,32,65,73,62,58
M. Sáček,1.2,73,64,44,58,71,70,58
Zhao Mingjian,0.0,67,64,48,52,70,64,66
A. Osman,0.47500000000000003,57,55,34,33,69,67,65
D. Wotherspoon,0.675,74,69,48,66,75,47,62
F. Boli,0.875,70,67,66,69,76,14,12
J. McGinn,0.9,78,72,60,70,69,60,62
B. Traoré,0.7000000000000001,60,49,23,45,69,67,65
T. Høgli,0.25,72,47,36,67,64,71,66
R. Mulumba,0.9,58,64,57,64,65,70,57
M. Høibråten,0.85,64,47,19,53,66,64,61
M. Domínguez,0.85,74,70,55,66,78,23,36
K. Nolan,0.27,56,68,63,79,45,57,58
J. Magennis,0.775,61,62,63,67,83,52,48
W. Owusu,0.675,69,64,62,68,67,25,39
Z. Ismail,0.875,74,74,56,44,84,30,18
A. Al Salem,0.875,67,65,65,65,65,56,54
L. Guwara,0.8250000000000001,64,63,28,41,69,70,60
M. Musaka,0.675,68,61,63,63,67,55,57
M. Sarr,0.75,35,49,26,45,51,58,62
C. Monschein,0.85,74,63,72,66,82,10,12
A. Harris,0.35000000000000003,59,66,58,72,78,67,66
L. Crecco,1.0,57,66,50,67,67,72,48
D. Charles,0.5,71,65,59,63,75,52,63
R. Riski,0.675,85,66,62,67,79,43,41
D. Batubinsika,0.8250000000000001,49,38,21,50,67,58,64
J. Mansilla,0.6,71,69,56,62,77,47,40
B. Parlak,0.6,64,54,52,56,36,66,64
O. Rodríguez,0.975,70,64,50,41,69,60,69
Pedrinho,0.35000000000000003,74,56,31,58,67,62,63
J. Enríquez,0.675,61,53,50,69,62,67,67
Park Jin Po,0.47500000000000003,86,58,61,41,76,63,63
E. Alushi,0.55,52,67,47,72,41,65,61
P. Lezceno,0.26,44,51,45,71,57,66,73
R. Feczesin,0.5750000000000001,71,63,65,66,65,30,27
César Ortiz,0.5750000000000001,41,28,15,41,36,65,65
A. Doffo,1.0,61,70,56,57,71,21,22
M. Stevanović,0.975,68,58,23,62,69,69,63
O. Azubuike,0.925,58,54,33,46,59,66,67
Leandrinho,0.5750000000000001,73,74,63,61,77,26,17
J. Obika,0.775,64,59,64,69,72,15,25
J. Amoah,1.0,74,73,54,49,71,62,42
B. Carroll,0.15,60,60,38,58,38,69,71
A. Russo,0.47500000000000003,51,27,22,35,55,64,66
A. Busteño,0.26,44,37,32,55,58,74,72
H. Otani,0.375,52,43,27,48,54,68,64
R. Şimşek,0.625,78,71,35,54,72,57,65
J. Nilsen,0.65,74,64,55,70,69,64,65
Kim Dong Woo,0.5,64,47,28,40,64,60,64
L. Miranda,0.925,82,65,58,66,79,69,50
A. Imperiale,0.47500000000000003,54,40,19,36,59,64,66
Rafa Mir,0.975,55,60,70,70,64,30,39
A. Barada,0.775,70,48,53,63,65,57,65
O. Sissoko,0.5,21,10,9,35,49,21,10
C. Lykogiannis,0.75,40,65,62,78,71,60,66
S. Hertner,0.65,70,60,31,52,74,60,67
A. Þrándarson,0.875,73,69,58,65,72,55,52
C. Warner,0.5,73,63,56,74,68,72,66
T. Guerbert,0.65,84,66,55,64,66,60,47
J. Adelalla,0.4,70,65,50,71,58,70,60
M. Mustacchio,0.65,81,67,60,66,86,36,28
T. Vion,0.9,52,61,67,69,64,23,19
L. Sekulski,0.8,68,65,66,61,82,19,19
J. Calesti,0.625,80,67,54,68,68,54,45
M. Guevgeozián,0.5750000000000001,58,58,70,65,52,12,15
G. Viscarra,0.0,23,8,5,18,31,7,6
J. Dem,0.675,76,45,42,50,74,64,64
I. Lapshov,0.5750000000000001,70,40,35,60,69,69,62
B. Mason,1.2,64,63,37,44,83,59,65
P. Türpitz,0.775,77,67,59,58,77,36,28
A. Ateef,0.2,76,65,54,71,63,56,55
T. Çamdal,0.625,81,71,48,59,83,64,59
G. Halford,0.375,57,59,52,69,52,67,66
Eddy,0.75,77,70,49,80,69,63,57
B. Ould-Chikh,0.9,85,80,63,73,78,20,19
Pedro Monteiro,0.775,40,31,22,48,34,62,64
R. Schiavi,0.425,46,30,19,55,63,67,66
F. Ondoa,0.925,67,16,18,16,56,16,20
D. Sallói,1.0,71,64,61,66,78,26,18
K. Yamamura,0.75,51,69,67,63,64,60,63
B. Jayiya,0.675,70,69,73,73,73,28,32
J. Huyghebaert,0.5,69,55,32,60,70,65,66
E. Bush,0.4,40,17,19,23,49,20,14
N. De Schutter,0.5,59,53,33,36,52,67,66
C. Flórez,0.9,60,50,30,61,70,65,63
B. Youssouf,0.75,54,55,27,48,73,69,62
T. Ebuehi,0.75,69,64,37,52,87,62,61
C. Özdemir,0.8,68,67,61,68,70,30,35
C. Knasmüllner,0.85,77,66,48,65,71,35,22
A. Hadouir,0.325,70,70,62,69,39,22,23
M. Al Fatil,0.75,58,28,18,43,54,64,62
O. Ejaria,1.4,61,68,57,67,74,27,45
J. Acquistapace,0.5750000000000001,56,20,27,42,68,62,64
G. Long,0.8,43,16,13,24,33,14,16
J. Grimmer,0.75,78,58,47,56,78,64,63
J. Bandowski,0.75,64,59,55,68,90,60,57
M. Pennington,0.9,49,46,30,44,72,59,67
N. Ferreira,0.28,82,61,63,72,75,38,45
D. Stahl,0.525,64,53,58,78,64,67,58
F. Koch,0.5,80,69,35,64,88,60,63
R. McLaughlin,0.9500000000000001,70,68,51,54,78,56,58
R. Saravia,0.75,72,66,22,48,75,63,65
M. Goblet,0.65,56,19,12,23,50,8,15
Alain Oyarzun,0.875,78,73,60,63,71,43,31
D. Claasen,0.0,82,70,45,51,78,59,59
J. Jeggo,0.7000000000000001,71,63,57,68,73,64,62
M. Restrepo,0.09,76,67,40,47,54,63,68
R. Gartler,0.5750000000000001,74,66,67,68,64,35,39
R. Cierzniak,0.26,58,30,13,22,42,23,31
Pité,0.75,58,69,33,63,58,60,62
L. Gugganig,0.8250000000000001,56,34,48,72,66,68,65
A. Hayashi,0.425,56,19,10,37,44,15,25
A. Donnarumma,0.5750000000000001,30,19,10,22,22,10,12
K. Bakırcıoğlu,0.2,56,70,61,74,51,45,33
C. Eiting,0.9500000000000001,70,60,33,69,64,59,58
M. Çelik,0.675,78,68,68,70,78,18,14
A. Gomis,0.875,75,62,67,70,81,14,18
A. Juel Andersen,0.675,68,59,52,50,84,70,60
L. Quintana,0.65,59,56,41,49,60,65,66
Moi Delgado,0.75,63,53,24,59,71,63,64
A. Sebrino,0.725,68,63,65,70,78,33,34
Victor Massaia,0.65,44,39,26,44,42,63,64
M. Dembélé,0.675,79,63,62,67,81,11,13
H. Hansson,0.8250000000000001,73,66,56,69,69,41,29
M. Appiah,0.5,57,62,17,60,80,57,64
Sin Se Gye,0.625,82,58,53,65,80,63,68
J. Giraudon,0.75,55,48,29,49,54,64,65
K. Opare,0.625,56,50,38,37,69,65,65
H. Cummings,0.725,54,49,21,41,47,64,69
H. Yılmaz,0.325,37,14,5,17,22,12,8
C. O'Grady,0.5750000000000001,65,59,62,75,64,23,17
T. Kløve,0.75,0,69,55,62,69,58,24
João Silva,0.75,59,62,66,66,66,11,12
F. Alashe,0.725,63,59,33,50,72,67,56
S. Bakış,0.925,44,58,69,55,52,24,20
N. Solís,1.0,86,71,66,64,81,18,25
J. Shaughnessy,0.75,71,62,16,14,71,59,65
D. Petratos,0.8250000000000001,79,63,60,70,85,45,42
M. Boman,0.675,51,55,63,63,69,39,22
D. Dervite,0.525,43,34,33,58,50,66,64
I. Furios,0.09,34,40,23,56,51,61,61
A. Ricaurte,0.8250000000000001,66,66,57,55,70,52,40
R. Lindkvist,0.6,74,61,58,57,88,52,51
S. Davis,0.9,64,64,52,62,62,60,59
João Góis,0.6,74,60,28,66,73,67,68
Raí,1.2,69,74,70,67,77,18,22
D. Rowe,0.8,81,67,60,63,83,26,32
T. Flanagan,0.7000000000000001,70,35,22,32,62,59,64
Diego Maurício,0.775,71,71,63,67,70,33,25
I. Kireev,0.8,72,66,55,52,68,66,56
L. Thompson,0.925,74,63,48,53,64,62,57
L. Mulholland,0.65,56,63,59,67,66,62,61
Hildeberto Pereira,1.0,80,73,54,70,86,57,65
P. Hoffmann,0.775,61,64,60,74,90,40,22
E. Butin,0.65,72,60,62,61,68,39,12
A. O'Brien,0.9,72,66,64,65,74,29,28
J. Holt,0.8250000000000001,91,61,52,59,72,60,48
I. Runje,0.65,48,24,15,46,53,61,65
M. Al Harbi,0.47500000000000003,74,61,43,43,79,58,61
W. Pacheco,0.8,75,55,44,34,84,65,56
N. Birones,0.26,81,70,58,77,52,50,51
L. Damour,0.7000000000000001,78,60,61,65,74,67,60
T. Schrammel,0.47500000000000003,72,61,54,51,76,62,65
P. Pervan,0.525,36,14,9,23,27,15,8
S. Bradley,0.7000000000000001,61,46,29,40,48,64,62
M. Jeannin,0.5750000000000001,37,10,9,23,50,21,18
T. Kemp,0.625,64,65,43,76,62,65,68
David Raya,0.8,48,17,19,25,45,11,19
M. de Jong,0.47500000000000003,65,64,47,79,64,62,66
N. Boogaard,0.47500000000000003,46,33,23,42,34,66,64
S. Gündüz,0.85,82,69,50,66,77,45,43
A. Uryga,0.675,42,59,41,55,39,60,61
J. Coppinger,0.22,73,68,61,67,50,49,33
Kim Gun Hee,0.9,59,69,63,65,74,48,22
A. Nordin,1.1,71,70,70,68,76,28,28
J. Willis,0.55,52,13,8,23,46,24,15
F. Heerkens,0.525,44,53,20,39,67,70,65
I. Jarano,0.4,63,61,66,62,62,57,32
F. Azemi,0.875,70,64,65,68,80,51,39
M. McGlinchey,0.6,80,67,63,70,67,43,45
Z. Ljubijankič,0.4,67,0,0,66,58,48,32
J. Martínez,0.47500000000000003,74,67,45,66,77,62,68
Fernando,0.5750000000000001,44,14,19,26,47,27,14
Kim Dae Ho,0.47500000000000003,73,64,45,35,78,62,64
K. Risgård,0.325,64,63,63,69,68,46,52
F. Cardozo,0.75,59,48,29,45,69,63,64
D. Londoño,0.9,67,55,35,28,71,53,67
N. Trujic,0.85,59,64,67,69,77,16,13
F. Cuvelier,0.85,86,65,53,72,70,42,52
Gerson,0.675,60,52,33,51,60,57,63
N. Avellaneda,0.7000000000000001,44,20,20,16,53,19,16
Y. Boé-Kane,0.7000000000000001,64,57,31,66,70,68,64
V. Rosier,0.75,56,65,26,46,69,68,64
Borja Herrera,0.725,76,69,53,64,73,60,59
Paolo Fernandes,1.2,86,72,61,68,79,37,40
T. Nakamura,0.525,57,57,29,26,71,59,67
M. Gardyne,0.5750000000000001,90,70,56,58,82,41,43
A. Wildig,0.8250000000000001,79,64,59,58,72,29,48
C. Pérez,0.425,63,50,41,59,52,58,65
D. Mignanelli,0.7000000000000001,73,59,35,58,85,54,59
O. Haddadi,0.7000000000000001,55,64,34,42,54,60,68
C. Davies,0.5750000000000001,69,67,64,69,66,35,26
J. Forster-Caskey,0.975,76,63,57,64,73,58,41
U. Zeybek,0.975,76,72,58,61,74,42,34
Tropi,0.775,66,47,39,71,60,73,57
E. Mbende,0.775,31,36,36,46,54,59,54
K. Kawamata,0.75,65,69,72,62,62,20,20
Abel Gómez,0.15,35,58,59,80,34,60,56
L. Holmes,0.6,83,66,59,52,77,34,33
F. Helstrup,0.775,58,48,23,38,64,66,66
L. Mosquera,0.65,68,56,57,67,72,58,65
S. Scougall,0.875,72,72,63,63,75,59,42
M. Jiménez,0.09,67,58,46,60,43,68,66
Luisinho,0.75,82,72,70,65,68,11,16
H. Koffi,0.875,40,10,8,21,33,14,9
D. Post,0.525,59,65,55,60,48,60,62
T. Gabuza,0.65,51,64,71,72,70,29,27
T. Albutat,0.775,64,58,49,62,65,64,63
T. Ephestion,0.975,60,69,51,65,70,57,55
M. Thiel,0.875,69,69,59,80,77,33,20
H. Hauger,0.425,67,53,35,65,55,67,55
Kim Chang Soo,0.425,66,63,59,55,68,63,65
M. Rosales,0.22,63,65,55,65,54,45,34
B. Kuipers,0.725,70,57,24,64,65,60,67
K. Nagasawa,0.775,73,65,54,56,69,19,19
S. Abdul-Salaam,0.675,56,64,21,47,85,65,64
S. Cummings,0.5,77,62,39,53,78,63,63
Brahim Díaz,1.3,79,73,65,69,75,20,22
K. Taketomi,0.75,82,66,70,70,66,55,30
Cleylton Santos,0.7000000000000001,39,36,25,41,35,61,61
D. Jaković,0.0,34,42,30,52,52,64,65
A. Chicksen,0.675,61,60,51,59,76,62,61
N. Miatke,0.6,80,66,44,65,76,60,65
B. Dabanli,0.65,34,46,30,51,34,60,59
M. Fortuné,0.3,64,64,62,71,64,40,16
D. Dražić,1.0,76,67,60,51,74,42,23
M. El Hankouri,1.2,79,71,47,69,80,35,31
R. Koch,0.925,50,47,25,51,65,66,64
K. Madsen,0.525,53,35,23,62,62,66,64
R. Cornthwaite,0.425,33,23,46,50,53,61,65
M. O'Connor,0.625,64,55,59,72,66,62,59
A. Fadlalla,0.75,59,59,51,78,73,60,63
J. Valdez Chamorro,0.9,70,68,55,68,78,55,56
A. Ligi,0.55,60,38,22,20,67,63,65
S. Ringstad,0.675,68,64,51,72,75,65,65
S. Sukharev,0.47500000000000003,55,62,36,73,63,59,66
J. Pardaneos,0.7000000000000001,72,76,51,63,59,50,47
M. Könnecke,0.65,80,66,62,61,90,48,20
D. Henry,0.75,57,44,36,65,60,63,62
Y. Baraye,0.775,57,74,68,59,83,37,47
Sergi Guardiola,0.8250000000000001,59,69,68,61,62,28,23
S. Şahin-Radlinger,0.6,36,10,15,20,37,12,9
D. Lopar,0.375,44,14,15,13,38,19,14
N. Ansell,0.75,58,33,21,45,50,63,63
J. Bègue,0.9,84,63,71,72,75,15,22
L. Geminiani,0.65,70,69,30,38,77,68,58
Pedro Pinto,0.7000000000000001,45,50,30,42,51,65,64
A. Nordvik,0.47500000000000003,73,52,34,68,76,65,61
F. Coppola,0.04,50,10,11,23,35,20,10
V. Agardius,0.6,71,57,26,56,75,64,67
A. Tamèze,0.9,57,59,41,63,66,66,63
G. Venegas,0.26,46,51,45,56,47,67,61
B. Riise,0.325,68,66,59,77,54,64,66
K. Vermeulen,0.775,64,63,59,69,67,46,60
Benito,1.2,61,68,60,63,74,24,20
Ko Moo Yeol,0.7000000000000001,81,64,62,63,75,43,13
D. Remick,0.625,69,57,41,51,85,58,64
Jallyson Neto,0.55,70,45,45,57,61,64,70
T. Socha,0.47500000000000003,63,56,44,46,85,74,64
G. Beretta,0.85,61,59,65,65,70,17,14
Rochinha,0.9500000000000001,79,67,63,64,73,25,26
M. Rosheuvel,0.7000000000000001,74,72,57,63,88,43,20
S. Saad,0.8250000000000001,71,68,65,78,73,35,21
T. Danneberg,0.425,65,58,48,69,62,63,58
H. Mojica,0.7000000000000001,91,65,56,65,85,30,19
P. Robinson,0.13,55,35,34,59,43,65,65
O. Bogle,0.775,63,64,66,63,70,32,23
G. Hendrickx,0.725,76,61,52,57,66,63,46
Ko Tae Won,0.675,60,34,33,31,57,65,66
Carbonell,0.9,71,72,69,58,64,48,48
S. Konde,0.65,43,41,30,46,63,58,59
A. Fernández,0.47500000000000003,65,69,57,68,69,55,42
C. Hussey,0.425,71,63,24,57,72,55,60
J. Chunga,0.5,59,15,12,22,42,20,16
M. Perez,0.625,75,64,48,59,76,59,38
Y. Meité,0.975,76,72,58,68,88,20,30
C. Früchtl,0.975,26,13,11,29,23,11,11
Francis,0.85,80,67,57,53,84,23,23
D. Giorico,0.675,70,65,34,54,67,63,44
W. Creavalle,0.55,73,61,56,45,74,65,62
D. Giraldo,0.625,63,58,43,49,65,60,60
A. Considine,0.4,48,58,15,44,59,68,67
E. Chirambadare,0.675,60,72,55,55,77,21,29
Bebeto,0.45,81,64,45,54,74,58,58
C. Menz,0.45,68,61,26,49,69,59,60
O. Gaona Lugo,0.5750000000000001,76,67,62,63,87,34,30
H. Zeinstra,0.45,35,19,21,22,29,23,18
I. Toney,0.975,87,61,67,63,78,52,18
No Dong Geon,0.525,48,12,16,22,41,16,14
N. Topor-Stanley,0.3,30,45,31,59,34,62,62
P. Rojas,0.65,83,63,66,65,92,22,24
G. Saunders,0.45,65,52,33,43,61,67,59
Palatsí,0.45,65,15,19,44,64,16,17
H. Toffolo,0.75,68,66,36,58,75,60,61
A. Tapia,0.5,69,65,56,69,71,56,64
C. Colkett,0.875,57,65,47,61,45,42,57
Y. Hiraoka,0.375,37,28,17,39,53,69,62
M. Zajc,0.8250000000000001,70,61,52,51,68,39,40
K. Enghardt,0.6,54,54,30,53,70,61,62
T. Pope,0.47500000000000003,58,44,69,61,65,47,30
O. Custodio,0.85,59,65,40,62,65,68,53
P. Strand,0.775,85,67,56,71,85,64,56
J. Naismith,0.675,62,62,45,65,78,59,59
M. Pazurek,0.5,57,41,38,74,64,63,61
K. Dempsey,0.925,69,72,61,57,71,45,33
L. Nilsson,0.25,71,59,64,65,78,28,32
C. Sloth,0.675,77,66,60,68,62,55,51
Diney,0.8250000000000001,40,39,29,47,43,60,61
Suh Myeong Won,0.875,80,66,65,70,74,21,13
Kainho Selva,0.4,60,60,24,48,68,65,70
W. Moke,0.425,54,49,27,59,74,66,62
R. Foster,0.35000000000000003,81,57,17,49,84,56,57
M. Asenjo,0.775,64,63,67,71,58,19,19
E. Bugge Pettersen,0.04,40,18,13,30,25,17,14
A. Oueslati,0.675,71,66,53,51,68,67,63
C. Amaya,0.675,78,59,68,62,73,18,18
M. Schulz,0.85,61,58,42,62,64,65,62
P. Jaroszyński,0.65,52,54,39,49,74,60,64
A. Baluta,0.0,78,56,59,46,74,43,39
V. Jugović,0.55,72,66,64,60,71,60,59
Lucas Possignolo,0.65,47,35,22,36,61,65,65
B. Tiru,0.0,64,24,16,39,66,68,60
Carles Pérez,1.0,72,67,68,82,79,23,21
L. Leahy,0.6,77,58,54,69,81,59,58
D. Vrzogic,0.45,72,65,39,58,75,59,59
S. Francis,0.4,63,61,40,51,79,61,61
D. Pedersen,0.625,71,56,41,53,74,64,63
M. Ihiekwe,0.725,68,33,28,39,74,65,64
R. Burke,0.925,51,52,20,53,62,65,64
A. Rodríguez,0.775,83,64,68,65,86,11,29
S. Mauk,0.8,71,65,64,62,71,52,49
Óscar Whalley,0.525,34,16,17,24,43,19,14
D. Lovitz,0.47500000000000003,0,0,0,53,79,60,60
José Kanté,0.65,76,68,64,62,65,17,25
M. Solheim,0.4,60,55,42,62,71,60,60
R. Andrich,0.85,56,63,46,59,68,61,56
Henrique Jardinel,0.425,58,68,45,41,74,55,61
M. Richards,0.28,62,60,64,73,52,22,22
M. Sansores,0.65,70,60,64,65,73,34,28
V. Ranković,0.625,79,69,33,39,72,56,61
J. Martínez,0.55,42,9,13,25,44,20,19
B. Gimber,0.925,55,45,27,38,51,61,62
I. Faye,0.675,77,70,66,70,86,23,25
A. Nef,0.13,31,20,19,46,31,63,62
S. Tritz,0.4,62,44,28,50,67,66,63
B. Inman,0.65,75,65,65,55,78,36,49
J. Kiesewetter,0.725,67,68,61,62,84,38,19
C. Lenz,0.65,68,58,35,52,73,63,64
S. Sawadogo,0.675,90,72,64,60,89,16,20
E. Zverotić,0.4,72,61,34,81,74,62,63
A. Figuera,0.0,66,59,22,61,66,74,68
J. Kusukami,0.525,68,67,56,49,85,24,35
Tomás Nuninho,0.22,52,61,43,61,57,63,52
Carlos Henriques,0.525,37,9,9,30,18,7,8
N. Dumitru,0.6,71,61,63,63,89,30,14
P. Pentke,0.3,33,25,10,30,36,14,22
B. Bellot,0.425,49,18,9,20,43,21,14
S. Gasanov,0.725,51,53,23,56,67,71,66
C. Andriamahitsinoro,0.5750000000000001,72,66,58,58,83,26,25
F. Nouble,0.7000000000000001,63,66,63,72,79,35,15
C. Wernitznig,0.5750000000000001,76,68,58,74,77,41,36
M. Al Bishi,0.4,46,24,22,56,53,65,66
D. Björnquist,0.425,74,58,29,44,86,60,62
F. Kurto,0.45,52,14,13,18,61,20,12
C. Reilly,0.775,61,59,55,76,56,60,60
T. Wendel,0.45,52,48,42,66,51,59,58
I. Chebake,0.5,72,57,35,48,73,53,64
A. Esposito,0.375,57,35,15,41,34,62,67
F. Lohkemper,0.775,69,68,59,66,86,27,22
S. Clémence,0.55,62,62,62,58,72,23,20
C. Fagan,0.55,77,59,66,63,69,23,18
L. Burliga,0.4,65,56,60,52,76,72,58
S. Luna,0.4,72,64,59,64,76,61,63
G. Pezzella,0.9,57,65,33,34,58,63,62
L. Bailly,0.325,52,12,14,21,49,20,13
B. Adjei-Boateng,0.8250000000000001,71,59,65,76,78,65,57
N. Poulsen,0.725,69,60,39,53,57,63,69
K. Londoño,0.8,52,62,58,56,63,66,58
C. Kammlott,0.5750000000000001,70,70,68,68,78,23,17
D. Mendoza,0.775,62,63,67,63,71,33,21
R. Hayasaka,0.47500000000000003,67,69,61,59,62,27,34
J. Husband,0.6,61,63,49,34,69,62,64
N. Tkalčić,0.5750000000000001,74,64,41,72,86,51,53
P. Salomon,0.525,70,61,51,70,67,65,60
M. Schulze Niehues,0.375,39,15,11,42,42,28,13
M. Friedrich,0.775,54,35,29,45,66,63,60
A. Al Enezi,0.425,37,13,12,16,44,21,16
P. Hatzidiakos,0.725,60,47,20,65,55,62,66
Peter Abradanel,0.375,28,16,15,22,19,12,16
J. Makengo,1.1,55,65,61,66,63,53,66
Z. Gordon,0.5750000000000001,71,61,31,41,81,59,63
A. Dyer,0.6,69,58,62,54,71,57,57
C. Gustafsson,0.5,64,61,56,64,69,55,45
T. Acar,0.325,58,12,11,10,34,22,20
B. Schenkeveld,0.55,59,61,34,48,69,65,64
N. Körber,0.775,46,18,11,20,37,14,13
E. Lancini,0.625,56,38,14,26,70,65,66
M. Devlin,0.725,40,34,23,41,36,59,62
P. Pawlett,0.625,82,65,56,62,87,24,33
Alvaro Rey,0.5750000000000001,72,68,52,56,70,49,49
P. Cissé,0.65,47,31,23,44,54,64,64
Josan,0.5750000000000001,72,71,57,68,83,24,29
P. Dahlberg,0.775,24,10,5,20,31,6,9
M. Kennedy,0.75,71,68,50,63,77,47,42
N. Fitzgerald,0.65,90,63,67,61,87,41,34
L. Görtler,0.75,67,70,63,61,67,17,19
S. Dawson,0.47500000000000003,70,56,33,65,58,60,48
E. Alfonso,0.425,58,24,17,46,50,26,17
K. Larsen,0.65,81,72,61,66,69,33,45
Jo Young Cheol,0.55,72,65,59,66,62,65,55
D. Mariani,0.65,73,63,52,66,67,45,36
Jin Seong Wook,0.775,76,62,65,58,74,12,14
R. Marquez,0.5750000000000001,45,47,17,34,76,61,63
S. Akasaki,0.7000000000000001,76,62,60,68,65,21,25
Soriano,0.65,40,20,14,31,34,16,17
A. Khalaf,0.5750000000000001,48,43,23,55,64,55,65
A. García,0.5750000000000001,58,55,37,52,74,63,63
D. Calvert-Lewin,1.2,81,65,69,65,81,34,23
S. Alakouch,1.0,80,61,23,35,74,65,48
O. Pehrsson,0.425,45,37,35,38,56,67,65
J. Leudo,0.625,33,57,35,54,44,57,65
J. Brison,0.15,61,56,46,57,64,64,65
G. Marinelli,0.47500000000000003,31,14,15,12,39,23,17
P. Wiegers,0.425,36,16,11,19,43,18,15
I. Escobar,0.725,74,54,27,34,84,60,58
J. Mårtensson,0.525,72,58,46,47,64,67,56
K. Ntlhe,0.6,80,52,29,50,77,63,61
L. Grozurek,0.65,72,65,63,64,76,25,26
W. Mosquera,0.3,33,19,13,24,48,17,14
T. Endoh,0.725,73,66,54,55,63,45,30
R. McArdle,0.4,64,28,12,51,50,62,57
Jang Seong Jae,0.925,61,64,60,63,64,39,35
V. Ilyin,0.775,63,65,68,63,66,32,26
L. Gil,0.7000000000000001,74,68,55,54,59,39,44
K. Appiah,0.65,80,58,64,58,84,40,27
A. Filtsov,0.45,34,15,17,21,48,22,13
B. Kluft,0.5750000000000001,78,70,55,69,66,23,29
Ary Papel,0.75,73,70,60,70,74,32,30
J. Clarke,0.75,80,70,58,55,78,68,49
D. Valoyes,1.2,74,65,68,72,80,38,45
R. Preißinger,0.725,64,53,33,58,63,74,43
Lee Kyu Ro,0.425,80,62,22,39,74,65,65
A. Uludağ,0.525,72,65,55,72,72,64,60
D. Bronn,0.65,58,47,21,39,61,69,65
E. Sarraj,0.5750000000000001,69,66,70,68,69,15,13
N. Sonko Sundberg,0.725,58,43,41,55,73,61,62
F. Paghera,0.675,73,61,38,59,73,61,47
T. Bertels,0.4,51,58,51,71,72,58,54
Dani Sotres,0.55,65,16,19,49,61,23,14
S. Emmanuello,0.775,56,66,36,69,68,61,34
T. Knoflach,0.55,45,17,20,23,48,20,15
R. Allen,0.5,65,66,35,42,66,59,67
R. Barrios,0.625,59,58,30,36,68,64,62
T. Nguen,0.8250000000000001,89,71,56,72,89,45,45
G. Diaz,0.775,61,25,22,36,59,59,65
F. Del Sole,1.2,70,72,62,60,70,47,15
J. Nietfeld,0.775,56,63,70,65,62,11,14
O. Aydoğan,0.925,75,70,63,67,66,27,22
Assis,0.375,34,12,13,24,45,12,12
Jesús Alfaro,0.625,77,69,57,49,81,23,15
Y. Igawa,0.16,44,44,35,55,58,66,61
S. Tekerci,0.75,90,70,48,69,66,47,45
C. Dunkley,0.5750000000000001,53,40,32,41,59,56,64
C. Vargas,0.45,38,13,19,18,42,20,14
C. Wingert,0.12,60,49,42,56,63,64,66
J. Hinestroza,0.875,85,66,63,69,91,26,20
F. Børsting,0.8,65,67,60,68,79,22,22
J. Cullen,0.9500000000000001,74,67,42,52,67,50,52
G. Omae,0.5750000000000001,82,65,71,63,78,28,27
J. Valencia,0.23,41,58,26,76,48,61,62
B. Johnsen,0.7000000000000001,73,65,65,56,77,18,11
F. Selemani,0.8,80,73,63,62,82,39,54
T. Hayashi,0.22,38,8,5,18,31,10,6
I. Petryak,0.75,75,64,64,51,77,19,26
G. Gope-Fenepej,0.55,72,66,65,60,69,17,22
D. Serna,0.75,75,61,62,66,78,34,32
C. Tabó,0.8,74,72,56,57,78,23,20
K. Ford,0.85,58,39,29,30,72,62,62
G. Gunning,0.55,70,55,39,61,70,55,63
K. Morisaki,0.07,59,52,38,50,40,64,55
F. Ortíz,0.725,54,55,65,65,67,17,23
J. Steer,0.55,37,11,11,22,47,22,11
M. Schmerböck,0.725,78,65,54,65,76,42,25
J. Hamilton,0.8250000000000001,66,58,63,65,82,25,20
C. Woodrow,0.85,58,60,63,64,75,24,23
D. Georgievski,0.4,64,61,54,62,74,64,62
Augusto,0.4,67,61,44,29,64,63,64
B. Garnica,0.925,84,68,66,74,78,34,29
Park Dong Jin,0.675,66,42,26,46,64,63,66
P. Tomasik,0.4,71,58,42,46,42,62,67
Lúcio Corteijo,0.47500000000000003,43,18,17,51,45,63,68
M. Omoh,0.65,76,74,54,58,87,27,18
T. Archibald-Henville,0.5,58,45,29,37,69,58,62
S. Okoli,0.775,69,59,67,65,73,21,18
A. Keita,0.35000000000000003,36,9,6,23,23,10,5
G. Kobel,0.9500000000000001,34,13,6,21,26,14,5
M. Fitzgerald,0.45,76,45,37,51,61,58,66
F. Darwish,0.47500000000000003,87,66,56,60,86,61,60
Ham Seok Min,0.55,70,13,19,16,44,18,11
