Name,Age,Preferred Positions,CB,LCB,RCB,LB,RB,LWB,RWB,CDM,LDM,RDM,CM,LCM,RCM,LM,RM,CAM,LAM,RAM,LW,RW,LF,RF,LS,RS,CF,ST,Rango edad,GK
F. Rossi,26,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,60.2
J. Gies,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,57.6
N. Townsend,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,55.4
J. McDonnell,23,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,57.6
E. Louro,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,59.0
Gorka Giralt,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,56.0
M. Safonov,18,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,60.2
M. Peano,18,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,58.0
D. Pietrzkiewicz,29,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,56.2
A. Chapman,27,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,57.2
M. Šarkić,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,
T. Wiesner,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,57.2
T. Schützenauer,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,57.4
A. Torres,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,56.0
A. Knezovic,24,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,57.4
E. Gründemann,18,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,58.2
L. Fernández,24,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,57.8
J. Bonham,23,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,59.8
T. Müller,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,56.4
K. Le Roy,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,58.6
P. McLain,28,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,58.4
F. Hall,32,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,54.0
C. Riegler,25,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,58.2
Dani Hernández,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,58.0
M. Roffo,17,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,58.2
V. Myhra,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,57.6
G. Banguera,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,56.8
I. Leschuk,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,56.2
L. Kelly,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,58.8
L. Chiappero,23,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,55.6
S. Cleveland,23,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,56.8
B. Verbong,17,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,58.0
Pablo Cacharrón,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,56.4
I. Rodríguez,24,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,56.8
V. Baume,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,57.4
B. Bayazit,18,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,57.0
B. Derksen,18,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,58.8
T. Demirtaş,23,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,57.8
N. Kocik,18,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,58.2
P. Gallacher,37,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,56.2
M. Acton,25,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,57.2
T. Doornbusch,17,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,60.2
L. Ketterer,23,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,56.6
M. Brouwer,24,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,57.6
K. Ishikawa,24,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,55.8
A. Shubin,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,55.6
F. Due,24,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,56.2
J. León,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,58.0
G. Banaziak,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,58.6
S. Collis,36,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,56.8
B. Austin,18,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,55.2
S. Al Ghamdi,25,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,56.6
F. Sollacaro,23,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,56.0
M. Kryczka,24,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,59.6
O. Ottesen,18,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,56.2
A. Berezin,24,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,56.0
S. Rodas,27,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,57.8
P. Jensen,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,56.4
F. Pizzicanella,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,56.2
S. Custers,17,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,56.2
G. Larsonneur,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,56.4
C. Dawson,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,57.0
M. Sprang,16,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.2
C. Day,41,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,9.0
W. Cuesta,24,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,56.0
L. Bilboe,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,57.6
G. Murray,23,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,56.6
M. Maroši,23,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,55.6
Manu Cedrón,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,56.2
A. García,23,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,55.2
A. Bass,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,54.2
A. Santopadre,18,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,55.6
T. Figueroa,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,57.8
R. Suzuki,23,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,57.4
T. Williams,33,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,57.8
F. Dornebusch,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,
F. Buntić,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,56.0
F. Serraiocco,23,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,55.2
M. O'Leary,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,57.2
A. Timofeev,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,55.8
J. Meneses,33,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,57.8
E. Zharikov,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,56.8
C. Burton,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,56.6
G. Sava,30,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,57.0
M. Köbbing,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,56.4
R. Cardozo,28,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,57.4
Y. Mersin,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,56.4
C. Brown,25,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,58.2
M. Lansing,23,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,57.0
A. Pearce,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,56.4
C. Mafoumbi,23,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,56.2
V. Karakuş,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,56.2
M. Pais,26,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,57.2
R. Etheridge,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,56.6
M. Al Haidari,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,56.2
M. Nilsson,23,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,57.4
R. Jendrusch,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,56.4
D. Margush,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,55.8
T. Akahoshi,33,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,46.0
N. Trott,18,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,58.0
L. Plogmann,17,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,55.4
D. Mitov,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,55.2
J. Maddison,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,55.0
W. Percevaux,18,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,57.4
J. Pourtau,17,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,56.8
J. Lumley,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,55.4
K. Okanishi,26,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,55.2
M. Nicolas,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,54.8
M. Layer,18,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,55.4
Y. Kato,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,56.4
D. Olsson,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,55.0
H. Isted,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,55.0
A. Rawls,25,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,58.4
M. Ranmark,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,56.8
L. Zigi,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,53.8
S. Kawamata,27,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,56.4
N. Feely,25,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,55.0
Y. Zummack,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,55.0
R. Scully,24,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,54.6
M. Díaz,27,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,54.6
J. Hall,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,55.6
S. Brodersen,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,55.0
H. Al Watyan,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,54.0
J. Jiménez,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,55.2
H. Campbell,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,54.6
I. Chicco,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,
H. Nakabayashi,31,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,58.0
E. Balcombe,17,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,55.0
M. Janssens,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,54.6
C. Gallagher,25,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,53.8
N. Lemaître,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,56.4
D. Grange,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,57.4
J. Kanayama,29,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,53.0
S. Patton,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,55.2
W. Brown,40,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,54.2
B. Lerch,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,55.4
K. Martin,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,55.4
C. Libertiaux,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,57.2
M. Schevenels,17,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,55.4
Y. Uekusa,34,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,54.6
L. Malagón,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,57.2
T. Te Duits,18,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,54.6
M. Miño,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,54.0
M. Asiri,24,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,54.8
M. Iliadis,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,55.8
Kim Tae Ho,25,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,55.2
J. Orobio,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,55.6
A. Fagerström,25,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,55.8
W. Al Enazi,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,55.8
V. Jovic,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,54.8
J. Sievers,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,54.4
T. Paterok,24,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,56.4
M. Bersano,24,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,55.8
D. Coyne,43,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,54.0
J. Holmes,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,54.4
J. Tibbetts,18,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,54.2
R. Lovett,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,55.4
F. Ravaglia,17,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,55.0
J. McKeown,27,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,54.2
J. Hoekstra,18,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,55.8
A. Al Meshaweh,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,54.2
C. Mosquera,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,55.6
Y. De Nayer,18,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,54.6
S. Tarolli,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,56.2
E. Selen,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,54.0
Y. Gómez,17,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,54.6
H. Takimoto,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,54.0
R. Piscitelli,23,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,54.2
J. Eastwood,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,52.8
J. Walker,43,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,52.8
K. Kakoi,26,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,55.2
A. Henger,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,52.8
K. McIntosh,23,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,56.2
Marcos Lavín,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,54.0
K. Chorążka,18,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,54.6
R. Boot,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,53.2
A. Palmer,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,55.2
S. Hernández,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,55.8
R. Fitzsimons,23,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,52.6
C. Winn,25,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,54.6
A. Kapp,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,55.8
F. Urraburo,26,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,54.8
H. Fukushima,24,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,56.2
Yun Pyeong Gook,25,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,53.6
Robert Sanchez,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,56.0
N. Berchtold,17,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,55.2
M. Cassara,25,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,54.8
V. Venditti,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,55.2
J. Bruhns,18,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,54.2
A. Galens,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,55.2
K. Tanno,31,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,55.0
R. Sallinger,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,54.4
Ahn Joon Soo,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,56.4
D. Vambolt,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,54.2
A. Al Amri,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,55.6
M. Adamonis,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,55.0
S. Rowley,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,54.2
C. Haas,24,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,55.6
O. Evans,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,57.0
T. Holland,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,51.6
A. Wichne,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,
R. Coulter,28,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,54.0
E. Grimes,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,52.2
E. Benedettini,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,53.2
J. Turner,18,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,54.4
D. Węglarz,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,52.0
S. Al Saleh,25,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,53.4
H. Girling,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,53.6
D. Hładun,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,53.2
B. Gómez,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,55.2
P. O'Flaherty,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,52.8
F. Kraft,18,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,
K. Singh,31,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,53.6
W. Popp,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,53.6
L. Marson,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,55.0
A. Quintana,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,53.4
A. Fantini,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,53.0
M. Arias,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,55.6
H. Acevedo,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,54.8
J. Koivistoinen,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,52.6
J. Sneddon,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,54.6
A. Al Zahrani,23,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,55.0
D. Ermakov,18,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,52.2
T. Bilic,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,53.8
D. Marzino,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,52.2
C. Gregory,17,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,53.6
K. Rutlin,18,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,52.6
B. Ozegovic,17,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,55.2
L. Klante,18,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,54.0
R. Källman,18,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,54.4
B. Killip,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,52.6
O. Øvretveit,23,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,52.8
R. Hanquinquant,18,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,53.2
A. Chernov,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,56.0
T. Krapikas,18,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,54.6
P. Ovchinnikov,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,53.8
J. Hamon,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,53.0
B. Scott,18,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,54.6
O. Sail,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,52.4
L. Andrenacci,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,53.2
M. Bleve,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,54.0
O. Christensen,18,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,52.2
T. Ryan,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,51.8
S. George,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,52.8
W. Eskelinen,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,51.6
J. Bittner,35,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,52.4
D. Budzyński,25,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,53.4
M. Olsen Pettersen,17,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,54.0
D. Richards,23,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,52.6
C. Addai,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,53.4
J. Caicedo,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,54.4
M. Mleczko,18,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,53.6
C. Ross,27,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,51.8
D. Verwüster,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,52.8
R. Iuliano,33,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,54.0
A. Al Shehry,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,52.2
V. Lukichev,25,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,55.0
A. Long,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,52.4
A. Vaporakis,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,51.8
P. Burke,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,53.2
K. Yoshimaru,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,52.6
N. Tzanev,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,50.4
S. Enzler,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,54.4
B. Petersen,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,54.2
D. Rodríguez,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,53.6
M. Nilsson,18,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,52.8
K. Karpieszuk,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,51.2
J. Moreno,17,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,52.6
J. Lucero,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,52.6
G. Coudert,18,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,52.4
B. Moore,25,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,52.8
K. Al Muqaytib,25,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,51.4
